13515	@BillGates	a	"I couldn’t agree more, @GaviSeth. We need to ""think big and aim high."" "
13516	@BillGates	a	I’m very disappointed with today’s decision to end #DACA. Our statement: 
13517	@BillGates	a	These incredible schools help their students succeed in the classroom – and in life: https://t.co/9JI2V7mDEl 
13518	@BillGates	a	Vaccines do more than save lives: they can also reduce the use of antibiotics and slow the spread of resistance: 
13519	@BillGates	a	In September, world leaders will gather at the UN. I look forward to meeting these Goalkeepers in New York... 
13520	@BillGates	a	A promising study... A new type of probiotic may reduce the risk of sepsis in newborn babies: 
13521	@BillGates	a	Using index cards and pennies, Camille Jones showed me how she teaches her students to think like engineers… 
13522	@BillGates	a	Putting everyday objects in the hands of great teachers can lead to magical moments in the classroom…
13523	@BillGates	a	Melinda and I love meeting with students. A great listener, she always keeps track of what she learns from them… 
13524	@BillGates	a	Find a @DonorsChoose project that inspires you, and our foundation will help you make a bigger impact: https://t.co/kpqibQ6FaG 
13525	@BillGates	a	Washington State Teacher of the Year Camille Jones helps her students discover hidden talents... 
13526	@BillGates	a	Washington State Teacher of the Year @farmtableteach’s approach to teaching STEAM sparked my imagination… 
13527	@BillGates	a	These numbers are way too high, but I’m optimistic we’ll see an end to malaria in my lifetime: https://t.co/UT52iKrDkD #WorldMosquitoDay 
13528	@BillGates	a	Want to make a difference? Help me give away 100,000 bed nets to families in need: https://t.co/rzSqhVHvRr 
13529	@BillGates	a	People often ask me how they can help save lives. Here’s an easy way... 
13530	@BillGates	a	What is a life well-lived? Melinda and I asked our friend Jimmy Carter to share lessons from his remarkable life: https://t.co/dgnzy5KpSz 
13531	@BillGates	a	Melinda and I are deeply saddened to learn that our friend, mentor, and advisor Sam Dryden died this morning. 
13532	@BillGates	a	A moonshot pushes the boundaries of what’s possible. This one could change the way we think about energy storage: https://t.co/KBMlYg52zP 
13533	@BillGates	a	Jimmy and Rosalynn Carter have been married for 71 years. He gave Melinda and me some advice: https://t.co/0zmzcof1pp 
13534	@BillGates	a	The childhood mortality chart is a worldwide success story: https://t.co/giJGfJTzDP via @MaxCRoser 
13535	@BillGates	a	I really enjoyed this podcast… Take an audio road trip to @ENERGY’s 17 national labs in 17 minutes: https://t.co/ADghr2nt36 
13536	@BillGates	a	Love this quote from @kaj33: “We're going to teach the kids that it's cool to be the next George Washington Carver.” 
13537	@BillGates	a	Because of the UK’s generosity, we’re one step closer to ending polio forever. 
13538	@BillGates	a	Whole grain bread never seems to taste as good as white bread. This lab is trying to change that: https://t.co/CShRPHRtU1 
13539	@BillGates	a	Three years ago, @johngreen and I traveled to Ethiopia together. John’s endless curiosity was one of the highlights of our trip. #TBT 
13540	@BillGates	a	By any measure, @rajpanjabi is a global health hero. His work to close “the last mile” is remarkable. 
13541	@BillGates	a	Many toilets don’t get used because they smell bad. I believe this is a problem we can solve through innovation. 
13542	@BillGates	a	I went to the Australian outback to learn how ranchers breed cows in a tropical climate. It was fascinating: https://t.co/8goSfXYlGV 
13543	@BillGates	a	From 2007 to 2015, the U.S. government invested $14 billion in global health R&amp;D. The returns were tremendous... 
13544	@BillGates	a	What’s the secret to making great bread? I headed north of Seattle to find out: https://t.co/HWQ26aQY7S 
13545	@BillGates	a	Great progress… we’ve cut the number of people who die from AIDS by nearly half since 2005: https://t.co/gdgri7ZWUe 
13546	@BillGates	a	I’ve been to lots of labs, but never one that doubled as a working kitchen. Until now... 
13547	@BillGates	a	A dairy cow in the US produces 30 liters of milk every day. In Ethiopia? Just 1.69 liters. How do we fix this: https://t.co/ahb0UPUtwP 
13548	@BillGates	a	.@atlantic founder Chuck Feeney is one of my heroes. I’ve learned a lot from his “giving while living” philosophy. 
13549	@BillGates	a	I recently found myself in the wilds of the Outback watching a cattle rancher artificially inseminate a cow... 
13550	@BillGates	a	This is a really uplifting column…Thanks for continuing to cover the optimism beat, @NickKristof. 
13551	@BillGates	a	I‘m a city boy…So, I was surprised to learn cowboys are using smart watches and wearables to track their cows: https://t.co/MmvJzi7cMN 
13552	@BillGates	a	Where do health grants for researchers and universities come from? Every state has received funding from the @NIH: https://t.co/puTVWagfnX 
13553	@BillGates	a	This approach could lead to a universal (instead of seasonal) flu vaccine, and hopefully one day to an AIDS vaccine: https://t.co/af9OsBdJqu 
13554	@BillGates	a	If we can predict where the next Ebola or AIDS might emerge, we could save millions of lives: https://t.co/dZowVZYbzU 
13555	@BillGates	a	A great case from @tirosenberg for why we should invest in vaccines we (hopefully) will never need to use. 
13556	@BillGates	a	"How many jobs are supported by the NIH?Check your answer here: "
13557	@BillGates	a	News worth sharing… U.S. foreign aid to fight malaria has saved the lives of almost two million children in Africa. 
13558	@BillGates	a	During my visit to the @NIH, I put on a virtual reality headset and got a glimpse of the future of medicine. 
13559	@BillGates	a	Every woman should be able to make choices about her own future. 
13560	@BillGates	a	You continue to inspire me, @Malala. Thanks to you, young women around the world can dream of a brighter future for themselves. 
13561	@BillGates	a	.@akin_adesina’s optimism about Africa’s future is inspiring. This is a well-deserved recognition. 
13562	@BillGates	a	Tune in to @Discovery at 9 pm to learn about the progress we’re making to stop the world’s deadliest animal: https://t.co/CFHrhKQyEj 
13563	@BillGates	a	In the fight against a devastating disease, India has a lot to be proud of. 
13564	@BillGates	a	Trevor Noah’s outsider take on comedy was honed over a lifetime of never fitting in. His story is a great read. 
13565	@BillGates	a	Here’s how investments in foreign aid—which account for less than 1% of the federal budget—help Americans at home: https://t.co/IWvdD6PjRR 
13566	@BillGates	a	Investing in basic scientific research drives remarkable returns for America’s economy, health, energy, and defense. 
13567	@BillGates	a	.@SueDHellmann on why facts matter and how our foundation is encouraging collaboration and debate. 
13568	@BillGates	a	Foreign aid helps promote America’s economy. Pulling back now could backfire on U.S. workers. 
13569	@BillGates	a	Paul Farmer is one of the most amazing people I've ever met. He recently spoke with @drsanjaygupta about his work. 
13570	@BillGates	a	Federal funding plays a critical role in R&amp;D. It would be a mistake to cut short the progress being made by @ARPAE: https://t.co/j3qcA2UBUT 
13571	@BillGates	a	These creators are supporting the fight against global poverty-I hope you’ll be as inspired as I am by these videos: https://t.co/OTLLHhhp4k 
13572	@BillGates	a	How can Haiti get the biggest anti-poverty bang for its buck? By prioritizing projects based on impact. https://t.co/7mD9eRqWap 
13573	@BillGates	a	President Jimmy Carter’s “A Full Life” is a good read about a great man: https://t.co/ixbev3gbeq 
13574	@BillGates	a	It's easy to take cutting-edge research for granted. But most breakthroughs that improve our lives start as government-sponsored research. 
13575	@BillGates	a	Summer is officially here… Get lost in one of these great books: https://t.co/c7Mc3LJ5WJ 
13576	@BillGates	a	Happy Father’s Day, Dad! Thank you for making me into the man I am today. 
13577	@BillGates	a	Because of groups like @Rotary, more than 16M people are walking today who would have been paralyzed by polio. 
13578	@BillGates	a	By making it easier to send and receive money, M-Pesa is transforming the daily lives of people in Kenya. 
13579	@BillGates	a	Chuck Thacker was an inspired visionary. Today’s computing would not have been possible without his efforts... 
13580	@BillGates	a	In 1988, there were 40 new polio cases an hour. In 2016, there were just 40 cases. Here's how we get to zero: https://t.co/KLxRt7soA5 
13581	@BillGates	a	An important assessment: The world will be less safe if the U.S. stops helping other countries. 
13582	@BillGates	a	Polio should be scared…@JohnCena and I tag teamed the @TODAYshow to discuss the fight to end polio: https://t.co/hVBOJM7thW 
13583	@BillGates	a	Incredible news: The UAE has made a $30M commitment to end polio for good. 
13584	@BillGates	a	Every spring I visit Omaha, Nebraska to catch up with my friend @WarrenBuffett: https://t.co/GGuzYNfoQR 
13585	@BillGates	a	Ethiopia’s revolution in child survival blows my mind. This innovative program is a major reason why it happened: https://t.co/CJtjcKYhiz 
13586	@BillGates	a	Warren Buffett says to be successful at almost anything you need this one trait…I couldn’t agree more. 
13587	@BillGates	a	You missed a good time at @tacobell, @waltmossberg. Entertaining interview with one of the industry's best. 
13588	@BillGates	a	Melinda briefly considered quitting her dream job. Here’s what she did instead. 
13589	@BillGates	a	.@NIHDirector Thanks for a terrific visit. More Americans should know about NIH’s work to save lives at home and around the world. 
13590	@BillGates	a	Although the Berkshire weekend is always busy, @WarrenBuffett and I usually find time to goof off: https://t.co/bnQGN7BJpx 
13591	@BillGates	a	I’ve been enjoying @reidhoffman’s new podcast. I joined him and talked about advice I would give my younger self… 
13592	@BillGates	a	At age 92, President Jimmy Carter is as sharp as ever. I loved reading about his improbable rise to the presidency: https://t.co/zDMUfLM2Yc 
13593	@BillGates	a	What if robots take over the world? In his new book, Yuval Noah Harari says it could happen. Here’s my view… 
13594	@BillGates	a	There has been incredible progress since the last Ebola outbreak. This is why we can’t let up… 
13595	@BillGates	a	Melinda and I are happy to welcome 14 new members to the Giving Pledge and look forward to learning from them: https://t.co/ZpgirTvFeI 
13596	@BillGates	a	As a longtime fan of @TheDailyShow, I loved reading this memoir about how @Trevornoah honed his approach to comedy: https://t.co/YaHQoBGXGS 
13597	@BillGates	a	.@melindagates thought I would love this novel. She was right: https://t.co/g1U6J5Nby3 
13598	@BillGates	a	Game, set, match. Thanks to @rogerfederer, @JohnIsner, @MikeMcCreadyPJ, and everyone who helped raise &gt;$2 million for Roger’s foundation. 
13599	@BillGates	a	I am not a self-made man. I know only vicariously the world @JDVance1 describes in the terrific Hillbilly Elegy. 
13600	@BillGates	a	A great list of more than 30 African men and women whose work could impact millions of people… 
13601	@BillGates	a	All of these books will transport you somewhere else–whether you’re sitting on a beach towel or on your own couch: https://t.co/tJHy6v5ls0 
13602	@BillGates	a	Summer is just around the corner. Whether you're headed to the beach or the park, I think you’ll enjoy these books. 
13603	@BillGates	a	"What percent of the U.S. federal budget is spent on foreign aid?Check your answer here: "
13604	@BillGates	a	It was an honor to welcome PM @JustinTrudeau to Seattle this week. 
13605	@BillGates	a	If I were starting out as a college grad and looking for a chance to make an impact, I would consider these fields: https://t.co/WistZ47019 
13606	@BillGates	a	Foreign aid gives American taxpayers a phenomenal return on investment, one of the best anywhere in government. 
13607	@BillGates	a	An incredible feat...Thanks to India’s leadership, vaccines will help protect millions of kids against pneumonia: https://t.co/flirh82exW 
13608	@BillGates	a	.@melindagates @WarrenBuffett 9/ If I could give each of you a graduation present, it would be this--the most inspiring book I've ever read. 
13609	@BillGates	a	1/ New college grads often ask me for career advice. At the risk of sounding like this guy…
13610	@BillGates	a	I think you’ll be inspired by the stories of the women Melinda recently met in Indonesia: https://t.co/Jl4M6D27ww 
13611	@BillGates	a	Our foundation will match up to $1 million in donations to @RedNoseDayUSA. Learn how to participate: https://t.co/rl7TQH3USC #RedNoseDay 
13612	@BillGates	a	We’re not ready yet for a major epidemic, but @bryanrwalsh explains how we can get there. 
13613	@BillGates	a	Join me in Ethiopia and meet some remarkable women who are helping improve the health of millions of children…
13614	@BillGates	a	What is the path to a meaningful life? @SueDHellmann shared excellent advice with @SinclairCC’s Class of 2017. 
13615	@CNN	a	The Justice Department plans to investigate the Louisville Police Department, a little over a year since officers shot and killed Breonna Taylor. 
13616	@CNN	a	West Virginia will give $100 savings bonds to residents ages 16 to 35 who get vaccinated against Covid, Gov. Jim Justice said 
13617	@CNN	a	Some 23 million pregnancies worldwide end in miscarriage every year — that's 15% of all pregnancies or 44 each minute, according to new estimates 
13618	@CNN	a	An Illinois man honored the memory of his father by bowling a perfect game while using a ball that contained his father's ashes 
13619	@CNN	a	New York state came just 89 residents short of maintaining all of its congressional districts, Census Bureau officials said, and will now lose one of its House seats ahead of the 2022 midterm elections and an Electoral College vote 
13620	@CNN	a	Californians hoping to remove Democratic Gov. Gavin Newsom from office have met the state's minimum number of valid signatures to push a recall election forward this fall 
13621	@CNN	a	Apple is rolling out a major privacy feature that will allow iOS users to decide how they want their personal data handled 
